doc_id,chunk_id,source,page,section,chunk,categories
doc_11,doc_11_chunk_62,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,29,,24 การ2มเกลื2 แก/maitholowrightthai.001ปวดฟ/maihanakatleftthai.001นได/maitholowrightthai.001จริงหรื2ไม/maieklowrightthai.001ไม่จริง เพรําะกํารอมเกลือช่วยเพียงบรรเทําอํากํารปวดฟันให้ดีขึ้น และท�าให้รู้สึกสบายขึ้นชั่วขณะหนึ่ง แต่การแก้ปัญหาอาการปวดฟันต้องแก้จากสาเหตุของอาการปวด ไม่ว่าจะเป็นโรคฟันผุ โรคปริทันต์ ฯลฯ ฉะนั้นเมื่อมีอาการปวดฟันควรรีบไปพบทันตแพทย์เพื่อท�าการรักษาอย่างถูกต้องและเหมาะสมต่อไป เกลืออาจมีส่วนช่วยในการชะล้างสิ่งสกปรกก�าจัดเชื้อแบคทีเรียหรือเชื้อโรคต่าง ๆ ในช่องปากเท่านั้น 21 เกลือ,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_11,doc_11_chunk_63,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,30,,25 สุ-.าพช/maieklowrightthai.0012งปากส/maihanakatthai.001มพ/maihanakatthai.001นธ/thanthakhatlowrightthai.001ก/maihanakatthai.001บสุ-.าพกาย2ย/maieklowrightthai.001างไรสุขภาพช่องปากเป็นสิ่งส�าคัญต่อการมีสุขภาพกายที่ดี กํารมีสุขภําพช่องปํากที่ดีจะท�ําให้ เรําสํามํารถรับประทํานอําหํารได้และส่งผลให้สุขภําพกํายแข็งแรงไปด้วย แต่หากมีปัญหา ในช่องปาก โดยเฉพาะโรคปริทันต์อาจท�าให้มีการลุกลามของโรคไปผ่านอวัยวะอื่นๆ ในร่างกายถ้าการติดเชื้อรุนแรง โดยสาเหตุของปัญหาทางกายอื่นๆ ที่มีผลจากโรคในช่องปาก ได้แก่,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_11,doc_11_chunk_64,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,30,,ที่มีผลจากโรคในช่องปาก ได้แก่ เยื่อหุ้มหัวใจติดเชื้อ โรคเบาหวานและในหญิงตั้งครรภ์เสี่ยงต่อการคลอดทารกก่อนก�าหนดหรือทารกมีน�้าหนักแรกคลอดต�่า นอกจากนี้การมีฟันที่สวยงามยังเพิ่มความมั่นใจในการเข้าสังคมอีกด้วย 22,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_11,doc_11_chunk_65,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,31,,26 ถ/maitholowrightthai.001าฟ/maihanakatleftthai.001นแท/maitholowrightthai.001ถูกถ2นไปจะเกิดป/maihanakatleftthai.001ญหา2ะไรบ/maitholowrightthai.001างฟันเป็นอวัยวะส�าคัญของร่างกายมีหน้าที่บดเคี้ยวอาหาร ใช้ในการออกเสียงให้ชัดเจน และช่วยท�าให้ใบหน้าของเราดูสวยงามหากดูแลสุขภาพช่องปากไม่ดี อาจเป็นสาเหตุท�าให้ ต้องถอนฟันแท้เนื่องจากฟันผุทะลุโพรงประสาทฟันฟันโยกจากโรคปริทันต์ (ร�ามะนาด) หรือฟันหักจนไม่สามารถบูรณะได้ การสูญเสียฟันส่งผลให้เกิดปัญหาหลายอย่างตามมา ได้แก่•ไม่สํามํารถเคี้ยวอําหํารได้,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_11,doc_11_chunk_66,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,31,,ได้แก่•ไม่สํามํารถเคี้ยวอําหํารได้ หากมีการถอนฟันหลังไปเพียงบางซี่ อาจไม่กระทบต่อการเคี้ยวอาหารมากนัก แต่หากมีการถอนฟันแท้ไปหลายซี่จนไม่มีฟันคู่สบจะส่งผลให้ ไม่สามารถเคี้ยวอาหารได้ตามปกติ จ�าเป็นต้องใส่ฟันเทียมทดแทนฟันที่ถอนไปนอกจากนี้ การไม่มีฟันเคี้ยวอาหารจะส่งผลให้กระเพาะอาหารต้องท�างานหนักในการย่อยอาหารอาจท�าให้เกิดปัญหาเกี่ยวกับระบบทางเดินอาหารตามมาได้อีก•ฟันซี่ข้ํางเคียงล้มเข้ํามําในช่องว่ํางของฟันที่ถูกถอนออกไปกระทบต่อการเคี้ยวอาหาร เกิดปัญหาเศษอาหารติดได้ง่าย,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}, {""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Digestive and Body Reactions""}]"
doc_11,doc_11_chunk_67,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,31,,เกิดปัญหาเศษอาหารติดได้ง่าย แต่การท�าความสะอาดฟันบริเวณนั้นยากขึ้นท�าให้เกิด โรคฟันผุและโรคเหงือกตามมา เนื่องจากมีเศษอาหารติด•ฟันคู่สบงอกยื่นออกมํา อาจยื่นมากระแทกเหงือกตรงข้ามเกิดเป็นแผลเรื้อรังได้ และฟันที่งอกยื่นออกมานี้จะมีรากฟันเผยออกมาจากกระดูกขากรรไกรท�าให้เหลือรากฟัน ในกระดูกขากรรไกรน้อยลง เกิดปัญหาฟันโยก เสียวฟัน และรากฟันเสี่ยงต่อการผุ 23,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Wound and Infection""}]"
doc_11,doc_11_chunk_68,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,32,,27 •ปัญหาฟันล้มฟันห่างหรือฟันยื่นยาวจากกระดูกขากรรไกรท�าให้เกิดการสบกระแทกกันเวลาเคี้ยวอาหารส่งผลให้ เกิดปัญหําข้อต่อขํากรรไกรตํามมํา•ขําดควํามสวยงํามหากฟันที่ถูกถอนออกไปเป็นฟันหน้า ส่งผลให้ขาดความมั่นใจในการยิ้มและการเข้าสังคม•ออกเสียงไม่ชัดเจนหากมีการถอนฟันหน้าไปโดยเฉพาะการออกเสียงตัวอักษรส.เสือ และฟ.ฟัน•เกิดกํารยุบตัวของกระดูกบริเวณที่ถอนฟันไปมํากกว่ําบริเวณอื่นหากมีการถอนฟันไปหลายซี่ อาจท�าให้กระดูกขากรรไกรและโครงสร้างใบหน้าเปลี่ยนไป,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_11,doc_11_chunk_69,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,33,,28 2าการปากแห/maitholowrightthai.001งเกิดจากสาเหตุใดอาการปากแห้งหมายถึงการไม่มีน�้าลายที่เพียงพอเพื่อให้ปากชุ่มชื้นสาเหตุที่ท�าให้ปากแห้งเกิดจากต่อมน�้าลายในปากไม่ผลิตน�้าลายออกมา หรือผลิตน�้าลายน้อยเกินไปท�าให้ไม่มีความชุ่มชื้นเพียงพอซึ่งสาเหตุที่ท�าให้การท�างานของต่อมน�้าลายผิดปกติจนท�าให้ปากแห้งมีดังนี้1.เกิดจํากภําวะขําดน�้ํา สาเหตุนี้อาจเกิดจากการป่วย เป็นไข้ หรือจากพฤติกรรมอื่นการใช้ ชีวิตประจ�าวัน เช่นดื่มน�้าไม่เพียงพอต่อความต้องการของร่างกาย เสียเหงื่อปริมาณมาก,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_11,doc_11_chunk_70,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,33,,เสียเหงื่อปริมาณมาก เกิดอาการอาเจียนท้องเสียหรือถูกไฟไหม้2.ผลข้ํางเคียงจํากกํารใช้ยําบํางชนิด เช่นยาคลายเครียดยาแก้แพ้ ยาลดน�้ามูกยาแก้ปวดบางชนิดยาขับปัสสาวะ ยาลดความดันโลหิต และยาเบาหวาน3.ผลข้ํางเคียงของโรคบํางชนิด โรคที่มีผลกระทบต่อต่อมน�้าลาย เช่น โรคเบาหวาน โรคพาร์กินสัน โรค HIV/AIDS และโรคภูมิคุ้มกันที่ผิดปกติแบบเรื้อรัง (Sjogren’s Syndrome) สามารถน�าไปสู่อาการปากแห้งได้4.เกิดจํากเส้นประสําทเสียหํายอาจเกิดจากการผ่าตัดหรือการได้รับบาดเจ็บที่บริเวณศีรษะ,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}, {""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Digestive and Body Reactions""}]"
doc_11,doc_11_chunk_71,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,33,,หรือบริเวณคอซึ่งสามารถท�าให้เกิดภาวะปากแห้งได้5.กํารได้รับกํารฉํายรังสีรักษํา ต่อมน�้าลายอาจได้รับผลกระทบ ในส่วนศีรษะและล�าคอ เมื่อได้รับการฉายรังสีรักษาโรคมะเร็งการสูญเสียต่อมน�้าลายอาจจะเป็นเพียงบางส่วนหรือทั้งหมดของช่องปาก และอาจเป็นอาการชั่วคราวหรือถาวรได้6.กํารได้รับเคมีบ�ําบัดยาที่ใช้ในการรักษามะเร็งสามารถท�าให้น�้าลายมีความเหนียวขึ้นท�าให้รู้สึกปากแห้ง และเนื้อเยื่อช่องปากมีลักษณะอักเสบ,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}, {""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Wound and Infection""}]"
doc_11,doc_11_chunk_72,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,33,,และเนื้อเยื่อช่องปากมีลักษณะอักเสบ (mucositis)7.กํารหมดประจ�ําเดือนระดับฮอร์โมนที่เปลี่ยนไปส่งผลต่อต่อมน�้าลายท�าให้ผู้หญิงมีอาการปากแห้งในช่วงหลังจากมีประจ�าเดือนและในวัยหมดประจ�าเดือน8.เกิดจํากกํารใช้สํารเสพติด เช่นยาเสพติดสูบบุหรี่ หรือดื่มแอลกอฮอล์ อีกทั้งยังท�าให้อาการปากแห้งรุนแรงขึ้น และสร้างความเสียหายต่อฟันและสภาวะปริทันต์ 24,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_11,doc_11_chunk_73,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,34,,29 จริงหรื2ไม/maieklowrightthai.001 ที่ฟ/maihanakatleftthai.001นคนเราจะหลุดร/maieklowrightthai.001วงไปตาม2ายุไม่จริงฟันสามารถอยู่กับเราไปได้ตลอดชีวิตหากดูแลรักษาดี ทั้งนี้ ฟันของผู้สูงอายุซึ่งผ่านการใช้งานมายาวนานอาจมีการเสื่อมสภาพ เช่นสึกกร่อนสีเข้มขึ้นตามวัย แต่จะ ไม่หลุดไปหากสามารถดูแลสุขภาพช่องปากได้อย่างถูกต้องและสม�่าเสมอวิธีการดูแลฟันให้อยู่กับเราตลอดไปนั้นไม่ยุ่งยากข้อมูลจากการประกวดสูงอายุฟันดี วัย 80 และ 90 ปี ระดับประเทศ โดยส�านักทันตสาธารณสุขกรมอนามัยพบว่า ผู้ได้รับรางวัลสุดยอดผู้สูงอายุฟันดี,"[{""level_1"": ""ไม่เกี่ยวข้อง"", ""level_2"": ""ไม่เกี่ยวข้อง""}]"
doc_11,doc_11_chunk_74,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,34,,ผู้ได้รับรางวัลสุดยอดผู้สูงอายุฟันดี ในปี 2562 ซึ่งมีอายุ 93 ปี และมีฟันแท้ในช่องปากที่ใช้งานได้ครบ 32 ซี่ มีวิธีการดูแลรักษาฟันง่าย ๆ เพียงแค่แปรงฟันด้วยยําสีฟันผสมฟลูออไรด์ วันละ 2 ครั้ง เช้ําและก่อนนอนตรวจช่องปํากด้วยตนเองโดยการส่องหน้ากระจกเป็นประจ�า เพื่อตรวจดูความสะอาดของฟัน (ขี้ฟัน/หินปูน) สภาพเหงือกฟันผุหรือรากฟันผุ และ รอยแผลหรือก้อนนูนที่ผิดปกติต่างๆ อีกทั้งไปพบหมอฟันเพื่อตรวจช่องปํากเป็นประจ�ําอย่ํางน้อยปีละครั้งอีกด้วย 25,"[{""level_1"": ""การปฏิบัติตัวหลังทำหัตถการ"", ""level_2"": ""oral hygiene""}]"
doc_11,doc_11_chunk_75,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,35,,30 ฟ/maihanakatleftthai.001นเทียมดูแล2ย/maieklowrightthai.001างไรเพื่อสุขอนามัยช่องปากที่ดี เราควรดูแลฟันเทียมทั้งแบบติดแน่นและถอดได้ ดังนี้•ฟันเทียมชนิดติดแน่นควรดูแลเช่นเดียวกับฟันธรรมชําติ โดยแปรงฟันอย่างถูกวิธี ร่วมกับการใช้ไหมขัดฟันหรือแปรงซอกฟันกรณีใส่สะพานฟันควรท�าความสะอาดบริเวณ ใต้สะพานฟันด้วย โดยใช้ห่วงร้อยไหมขัดฟันเป็นตัวน�าไหมขัดฟันเข้าไปท�าความสะอาดหรือใช้ superfloss แทนก็ได้•ฟันเทียมชนิดถอดได้ ควรถอดท�ําควํามสะอําดหลังรับประทํานอําหํารทุกมื้อรวมถึงก่อนนอนทุกครั้ง (ทั้งกลางวันและกลางคืน),"[{""level_1"": ""การปฏิบัติตัวหลังทำหัตถการ"", ""level_2"": ""oral hygiene""}]"
doc_11,doc_11_chunk_76,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,35,,(ทั้งกลางวันและกลางคืน) แล้วแช่น�้าสะอาดทิ้งไว้ ทั้งนี้ เราสามารถท�าความสะอาดฟันเทียมได้โดยใช้แปรงสีฟันขนนุ่มชุบน�้าสบู่ น�้ายาล้างจานหรือยาสีฟันชนิดครีม แปรงฟันเทียมให้ทั่วทุกด้าน แล้วล้างออกด้วยน�้าสะอาดห้ํามใช้ยําสีฟันชนิดผงหรือชนิดครีมที่ผสมผงขัดหยําบท�าความสะอาด เพราะจะท�าให้เกิดรอยขีดข่วนซึ่งเป็น แหล่งสะสมของเชื้อโรคบนฟันเทียมอีกทั้งยังท�าให้ ฟันเทียมสึกอีกด้วยควรถอดฟันเทียมขณะนอนหลับ เพื่อให้สันเหงือกและเนื้อเยื่อไม่ถูกกดทับรวมทั้งลดโอกาสการเกิดแผลกลิ่น และฟันผุ เนื่องจากเศษอาหารที่ตกค้างใต้ฟันเทียม,"[{""level_1"": ""การปฏิบัติตัวหลังทำหัตถการ"", ""level_2"": ""oral hygiene""}]"
doc_11,doc_11_chunk_77,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,35,,และฟันผุ เนื่องจากเศษอาหารที่ตกค้างใต้ฟันเทียม 26,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Wound and Infection""}]"
doc_11,doc_11_chunk_78,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,36,,31 ป/maihanakatleftthai.001ญหาแบบไหนต/maitholowrightthai.0012งใส/maieklowrightthai.001ฟ/maihanakatleftthai.001นเทียมเมื่อสูญเสียฟันหรือมีการถอนฟันออกไปฟันที่เหลืออยู่อาจไม่สามารถใช้งานได้มีประสิทธิภาพดังเดิมทั้งนี้ ปัญหาหรือลักษณะดังต่อไปนี้มักเป็นข้อบ่งชี้ว่าเราควรต้องใส่ ฟันเทียมทดแทน•รับประทํานอําหํารแข็ง ๆ เช่นถั่วขนมขําไก่ ไม่ถนัดเหมือนเดิมมักต้องเลี่ยง ไปรับประทานอาหารอ่อน ๆ แทน•กัดอําหํารไม่ขําดหรือเคี้ยวอําหํารไม่ละเอียด•มีปัญหําในกํารพูดหรือออกเสียง•ไม่มั่นใจในรอยยิ้ม,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_11,doc_11_chunk_79,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,36,,ใบหน้ําดูแก่กว่ําปกตินอกจากการใส่ฟันเทียมจะช่วยลดปัญหาข้างต้นแล้วยังช่วยป้องกันฟันข้างเคียงล้มเอียง และฟันด้านตรงข้ามยื่นยาวเข้ามาในช่องว่างด้วย 27,"[{""level_1"": ""หัตถการ"", ""level_2"": ""dental implant surgery""}]"
doc_11,doc_11_chunk_80,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,37,,32 เราควรดูแลสุ-.าพช/maieklowrightthai.0012งปากผู/maitholowrightthai.001ป/maieklowleftthai.001วยติดเตียง2ย/maieklowrightthai.001างไรสุขภาพช่องปากเป็นอีกหนึ่งเรื่องส�าคัญส�าหรับผู้ป่วยติดเตียง แต่มักถูกละเลยทั้งจากตัวผู้ป่วยเองและคนใกล้ชิด เนื่องจากความผิดปกติในช่องปากจะส่งผลต่อสุขภาพร่างกายดังนั้นผู้ป่วยหรือผู้ดูแลควรตระหนักและดูแลสุขภาพช่องปากดังนี้•กํารท�ําควํามสะอําดช่องปํากผู้ป่วยหรือผู้ดูแลควรแปรงฟันให้สะอาดทุกวัน เช้าและก่อนนอนส�าหรับผู้ป่วยโรคมะเร็งหรือโรคเลือดที่มีการอักเสบของเนื้อเยื่ออ่อน,"[{""level_1"": ""การปฏิบัติตัวหลังทำหัตถการ"", ""level_2"": ""oral hygiene""}]"
doc_11,doc_11_chunk_81,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,37,,ในช่องปากอาจเป็นอุปสรรคในการแปรงฟันอาจเปลี่ยนไปใช้ผ้าก๊อซ โดยพันที่ปลายนิ้วหรือใช้ไม้พันส�าลีจุ่มน�้าเกลือหรือน�้ายาบ้วนปากเช็ดในช่องปากเบา ๆ แทน•กํารป้องกันกํารติดเชื้อในช่องปํากผู้ป่วยอาจมีเนื้อเยื่อในช่องปากอักเสบได้ง่ายจากการมีภูมิต้านทานต�่าลงหรือการฉายรังสีหรือเคมีบ�าบัดจึงจ�าเป็นต้องใช้ยาฆ่าเชื้อป้ายหรืออม ในช่องปากเพื่อป้องกันการติดเชื้อรา และเชื้อไวรัสส�าหรับผู้ที่มีฟันผุง่ายควรใช้ยาชนิดที่ไม่มีน�้าตาลเป็นส่วนผสมหรือ ใช้น�้ายาบ้วนปากที่ช่วยบรรเทาความเจ็บปวด•กํารดูแลผู้ป่วยที่มีปัญหําน�้ําลํายน้อย,"[{""level_1"": ""การปฏิบัติตัวหลังทำหัตถการ"", ""level_2"": ""oral hygiene""}]"
doc_11,doc_11_chunk_82,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,37,,โรคประจ�าตัวและการใช้ยาบางชนิดส่งผลให้มี การหลั่งน�้าลายลดลงท�าให้ช่องปากแห้งซึ่งอาจบรรเทาอาการได้โดยให้ผู้ป่วยบ้วนปากหรือจิบน�้าบ่อย ๆ หรืออาจใช้น�้าลายเทียม•กํารดูแลแผลในช่องปําก แผลในช่องปากอาจมีสาเหตุมาจากการกัดกระพุ้งแก้มหรือริมฝีปากในผู้ป่วยที่มีปัญหาเกี่ยวกับการควบคุมกล้ามเนื้อบดเคี้ยวทั้งนี้ เราสามารถบรรเทาอาการได้ด้วยการใช้ยาชาเฉพาะที่ หรือ TA Oral Base ป้ายบริเวณแผลเพื่อลดความเจ็บปวด 28,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}, {""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Wound and Infection""}]"
doc_11,doc_11_chunk_83,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,38,,33 ท/nikhahitthai.001าไมคนสูบบุหรี่จึงมีฟ/maihanakatleftthai.001นเหลื2งเนื่องจากคนที่สูบบุหรี่จะได้รับสารเคมีจากควันต่างๆ ที่ท�าให้เกิดคราบมากมายหรือสํารที่เรียกว่ํา นิโคตินที่เรํารู้จักกันดีเมื่อผสมกับออกซิเจนแล้วจะท�ําให้เกิดสีเหลือง และซึมซับเข้ํากับผิวฟันเราทันที ซึ่งสังเกตได้เลยว่าผู้ที่สูบบุหรี่มาเป็นระยะเวลาหลายปี แทบทุกคนฟันจะเหลืองเป็นคราบอย่างเห็นได้ชัด โดยเฉพาะฟันหน้าทั้งบนและล่างนอกจากจะท�าให้ฟันเหลืองแล้วบุหรี่ยังมีผลเสียต่อสุขภาพและมีโอกาสการเกิดมะเร็งช่องปาก ได้อีกด้วย 29,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_11,doc_11_chunk_84,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,39,,34 มะเร็งช/maieklowrightthai.0012งปากเกิดจาก2ะไรมะเร็งช่องปากเป็นอีกหนึ่งโรคที่อันตรายถึงชีวิต เกิดในผู้ชายได้มากกว่าผู้หญิง และจะพบมากในกลุ่มคนที่มีอายุ 40 ปีขึ้นไป เป็นความผิดปกติของเนื้อเยื่อที่สามารถ เจริญได้อย่างไม่จ�ากัดและท�าลายเนื้อปกติโดยรอบสามารถพบโรคมะเร็งในช่องปากได้ ทุกอวัยวะในช่องปาก ได้แก่ ริมฝีปากลิ้นกระพุ้งแก้มพื้นช่องปาก เพดานปากปัจจัยเสี่ยงหลักที่ท�าให้เกิดมะเร็งช่องปาก ได้แก่•กํารสูบบุหรี่ เนื่องจากความร้อนและสารเคมีในควันบุหรี่,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Physical Symptoms""}]"
doc_11,doc_11_chunk_85,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,39,,เนื่องจากความร้อนและสารเคมีในควันบุหรี่ ท�าให้เกิดการระคายเคืองต่อเนื้อเยื่อช่องปากอย่างต่อเนื่องและเรื้อรังส่งผลให้เนื้อเยื่อมีการเปลี่ยนแปลง และกลายเป็นมะเร็งได้ •กํารดื่มเครื่องดื่มแอลกอฮอล์เป็นประจ�ํา โรคมะเร็งช่องปากพบได้บ่อย ในผู้ที่ดื่มสุรามากกว่าผู้ที่ไม่ดื่มถึง 6 เท่า•กํารเคี้ยวหมํากหรือยําเส้นพบว่าผลของหมากมีส่วนประกอบที่เรียกว่า สารก่อมะเร็งปะปนอยู่ ในส่วนของปูนที่ใช้ทานกับหมากสามารถกัดเนื้อเยื่อในช่องปากก่อให้เกิดการระคายเคืองเป็นแผลเรื้อรัง,"[{""level_1"": ""error"", ""level_2"": ""Error code: 429 - {'id': 'o63ay1P-4Yz4kd-96ad59da0f96c09d', 'error': {'message': 'You have reached the rate limit specific to this model meta-llama/Llama-3.3-70B-Instruct-Turbo-Free. The maximum rate limit for this model is 6.0 queries and 60000 tokens per minute. This limit differs from the general rate limits published at Together AI rate limits documentation (https://docs.together.ai/docs/rate-limits). For inquiries about increasing your model-specific rate limit, please contact our sales team (https://www.together.ai/forms/contact-sales)', 'type': 'model_rate_limit', 'param': None, 'code': None}}""}]"
doc_11,doc_11_chunk_86,คู่มือความรู้ด้านทันตสุขภาพแก่ประชาชน 50คำถามการดูแลสุขภาพช่องปาก -สำนักทันตสาธารณสุข กรมอนามัย -Third Molar Surgery (หน้า14-15).pdf,39,,และท�าให้เซลล์ของเนื้อเยื่อกระพุ้งแก้มเกิดการเปลี่ยนแปลงกลายเป็นมะเร็งได้ รวมไปถึงยาเส้นที่บางคนเคี้ยวก็มีสารประกอบเช่นเดียวกับบุหรี่ ซึ่งเป็นสารก่อมะเร็งเช่นเดียวกัน•กํารระคํายเคืองในช่องปํากนับเป็นอีกปัจจัยส�าคัญที่ท�าให้เกิดโรคมะเร็งช่องปาก เพราะหากเกิดการกระแทกในช่องปากตลอดเวลา เป็นระยะเวลานาน เช่นฟันแตกขอบฟันคมรวมถึงการใส่ฟันปลอมที่หลวมหรือไม่พอดี จะส่งผลให้เนื้อเยื่อเป็นแผลต่อเนื่องกลายเป็นแผลเรื้อรัง เนื้อเยื่อบริเวณนั้นอาจเกิดการเปลี่ยนแปลงไปเป็นมะเร็งได้ 30,"[{""level_1"": ""อาการ/ภาวะแทรกซ้อน"", ""level_2"": ""Wound and Infection""}]"
